demon	d_deleted	test	t_deleted	start
我现在给你填写答辩决议呢	答辩决议	我买了挺多肉丸的	挺多肉丸	3
十月一日为法定假日	法定假日	这个能不能加点内容	点内容	6
他应该没多久假期吧	多久假期	我可没那么多钱	那么多钱	3
你这年纪轻轻滴失眠个什么撒	个什么	我早上收到你短信了	你短信	5
我会吸取你们滴教训滴	你们滴教训	你还有个姐呢	个姐	3
俺们这边游击队野战军自己折腾	游击队野战军	我倒是没有考虑过这个问题	这个问题	8
他不管这些子事	这些子事	战争什么时候结束	什么时候	2
基本她没管家庭和小孩	家庭和小孩	我不开那样的	那样的	3
他们也是这个时间	这个时间	他也是四个月暑假啊	四个月暑假	3
那个小姑娘现在是学院的收银	学院的收银	我今年年初开始也白头发了	今年年初	1
他不适合我结婚对象	我结婚对象	我今天上午去过你的店	今天上午	1
我们搞情侣款啊	情侣款	这个要熊猫的那个	熊猫的那个	3
他一般不参加我的活动	我的活动	然后我去欧时力买了个外套	个外套	9
我先看看检查结果	检查结果	我都没你们电话	你们电话	3
右边的是我同学	我同学	我路痴一个捏	路痴一个	1
她眼神有些像你母亲	你母亲	方向和汽车应该没什么关系	什么关系	8
你得要多长时间	多长时间	他们给我推荐了一个童言国际	一个童言国际	7
现在这里早上十点半	早上十点半	现在儿子肯定多数听老婆的	老婆的	9
现在你用什么模块	什么模块	但我每天都会关注你的签名	你的签名	8
你联系一下我们销售经理	我们销售经理	你该找个妹子了	个妹子	3
俺双方都是独生子女	独生子女	防晒霜只能管一定时间	一定时间	6
俺们这边游击队野战军自己折腾	游击队野战军	这是同学的婚纱	同学的婚纱	2
哦我们没有冬季工装	冬季工装	我去年一年没有存到钱哦	去年一年	1
大雪在圣诞的时候	圣诞的时候	我们周二晚上还有女生节晚会	周二晚上	2
她现在就是属于她男人的	她男人	我就一个床一个桌子啊	一个床一个桌子	2
哦我们没有冬季工装	冬季工装	学院近期是要进行大规模调整	大规模调整	8
我带点小不点的小衣架	点小不点的小衣架	咱还没这实力	这实力	3
但是这个数是周五的股价	周五的股价	这就是相声小品的文件	相声小品的文件	3
我也不知道这事	这事	送礼也是个技术活	个技术活	4
我刚才到超市买点调料有些没有了	点调料	这我不是满懂事怎么个搞发	怎么个搞发	7
我在看那套小说	那套小说	送礼也是个技术活	个技术活	4
你想多少人	多少人	你看我身边的老乡	我身边的老乡	2
这是个语气词啊	个语气词	我说中了师傅的心思吧	师傅的心思	4
法律是道德的最底线	道德的最底线	所以你先做前期工作	前期工作	5
自己处理点自己的事情	点自己的事情	我们没有初稿这一说	初稿这一说	4
我找别的系的	别的系的	你是男的女的呀	男的女的	2
那是我们的共性	我们的共性	我肯定是每天晚上	每天晚上	4
成人比赛全是业余的	业余的	我也就这消费水平	这消费水平	3
那你竟物业科吗	物业科	我怎么觉得我有点晚睡强迫症	点晚睡强迫症	7
你昨天啥情况啊	啥情况	新条例啥时候能正式施行	啥时候	3
你给我报个价吧	个价	动车多少钱	多少钱	2
你下午几点结束	下午几点	你可以搜索一下他的文章什么的	他的文章什么的	7
机会大把的	大把	他不是我老公	我老公	3
我们搞情侣款啊	情侣款	你操那心呢	那心	2
我不知道他们邮箱	他们邮箱	咱们怎么个行程啊	怎么个行程	2
我倒是没有考虑过这个问题	这个问题	你要告诉我英文名	英文名	5
我睡了一觉醒了	一觉	她眼神有些像你母亲	你母亲	6
这个交通标识是什么意思	什么意思	你回来不写比赛材料吗	比赛材料	5
你下午几点结束	下午几点	你要找天线供应商	天线供应商	3
他不适合我结婚对象	我结婚对象	我七八点的时候打把	七八点的时候	1
帝国归顺山河的吉姆了	山河的吉姆	同学之间没有那多客套	那多客套	6
这是一这是原则问题	原则问题	队长最近也是寂寞期了啊	寂寞期	6
帝国归顺山河的吉姆了	山河的吉姆	我有新衣服	新衣服	2
洋插队是什么意思	什么意思	你看社区地图	社区地图	2
这里有个天伦不不孕不育医院	个天伦不不孕不育医院	他加入他们群了	他们群	3
雨巷是总结过去的一种感情	过去的一种感情	自己处理点自己的事情	点自己的事情	4
游戏叫啥那时候	那时候	我就没有关心这个问题	这个问题	6
我怕她知道我们的聊天	我们的聊天	我们自己去搞自己的	自己的	6
那只是一方面	一方面	囚犯参与剧本创作获殊荣	剧本创作	4
我先洗把脸你忙会儿	把脸	小女孩你昨天去思考什么人生了	什么人生	9
你们公司叫什么名称	什么名称	动车多少钱	多少钱	2
出院科室里面有个床号	个床号	那是理想国	理想国	2
你找天来我宿舍拿吧	我宿舍	但是我冒得你滴恒心列	你滴恒心	5
右边的是我同学	我同学	我说你哥的孩子	你哥的孩子	2
你去接触个新人嘛	个新人	我都没你们电话	你们电话	3
我等下写个大概数给你发过去	个大概数	你联系一下我们销售经理	我们销售经理	5
那是旧社会	旧社会	它应该是我党的标杆城市啊	我党的标杆城市	4
你还记得你的账号吗	你的账号	独立学院的就一个商贸英语类专业	一个商贸英语类专业	6
这样的说法也震动了我们那个政府	我们那个政府	这个交通标识是什么意思	什么意思	7
我有你的啊	你的	小孩教育真是一门大学问	一门大学问	6
还是你们在哪里再要一个孩子啊	一个孩子	我们只是公司的一个部门	公司的一个部门	4
以前我每天早上都路过的	每天早上	其他的外国人都是同事同学	同事同学	8
正好我现在一个同事有点心得	点心得	我也就这消费水平	这消费水平	3
你能来我办公室不	我办公室	这是原版的	原版的	2
那必竟是他爸	他爸	你啥时候去开会啊	啥时候	1
我都得耻骨联合分离症了	耻骨联合分离症	那是理想国	理想国	2
我有点事你先考察一下	点事	我也是去看看学校和环境的	学校和环境	6
我今天有这么个想法	这么个想法	只是对方是不是看到你的名字	你的名字	9
我查下这里的时间	这里的时间	他应该没多久假期吧	多久假期	4
现在你用什么模块	什么模块	我明后天再给教练长打电话	明后天	1
韵韵什么时候	什么时候	右边的是我同学	我同学	4
我查下这里的时间	这里的时间	我最近和公司的人有些矛盾	些矛盾	9
那只是一方面	一方面	也许你有你的难处	你的难处	4
你什么时候去	什么时候	你可以问问其他客户	其他客户	5
当权者不能保护自己的国民	自己的国民	你回来不写比赛材料吗	比赛材料	5
我没见过她老公	她老公	我明后天再给教练长打电话	明后天	1
笨笨你什么时候放假啊	什么时候	恩我正在订机票酒店什么的	机票酒店什么的	5
你找天来我宿舍拿吧	我宿舍	其他的外国人都是同事同学	同事同学	8
我下班去买点药	点药	你去选课网站看下培养计划	选课网站	2
你啥时候来	啥时候	你可以加我人人	我人人	4
你有活干了小会计	小会计	我会吸取你们滴教训滴	你们滴教训	4
她不太在乎这样的我为此我也失落	这样的我	我肯定是每天晚上	每天晚上	4
你该找个妹子了	个妹子	你是什么时候来	什么时候	2
我预约了心脏彩超	心脏彩超	我不知道他们邮箱	他们邮箱	4
你有什么经验没	什么经验	咱们怎么个行程啊	怎么个行程	2
你想多少人	多少人	这是他大厅	他大厅	2
现在你用什么模块	什么模块	其实穷也是一种幸福	一种幸福	5
肠炎也不是什么疑难杂症啊	什么疑难杂症	这个交通标识是什么意思	什么意思	7
我有个重要问题那里有没有厕所	个重要问题	我上次摸过她孩子的屁股了	她孩子的屁股	5
我们换了新领导	新领导	我们也是学前班上了一个私立学校	一个私立学校	9
徒弟只能做到这个程度	这个程度	只是对方是不是看到你的名字	你的名字	9
你有什么打算吗	什么打算	咱还没这实力	这实力	3
我搬新家了	新家	我不再是以前的我	以前的我	4
提前批好像是公安之类的	公安之类的	你要找天线供应商	天线供应商	3
个人事情方面我觉得我没什么动力	什么动力	编译出啥问题了	啥问题	3
你们那边晚上几点啦	晚上几点	我今年年初开始也白头发了	今年年初	1
我带点小不点的小衣架	点小不点的小衣架	原来你是个诗人	个诗人	4
我可以给你她的联系方式	她的联系方式	也许你有你的难处	你的难处	4
但是房子里还有一个房间	一个房间	同学之间没有那多客套	那多客套	6
或者你那个地方什么时候会招人呢	什么时候	骨子里奔流着新闻热血	新闻热血	6
我周日晚上走	周日晚上	你算哈一共多少钱哈	一共多少钱	3
最多你是多买一个保险	一个保险	我说中了师傅的心思吧	师傅的心思	4
我去年年底感冒了一次病了一周	去年年底	要不我方门卫那里	门卫那里	4
这个是什么意思	什么意思	她不能算新编辑啊	新编辑	4
那你还要寄送什么推荐信	什么推荐信	我们住哪个酒店	哪个酒店	3
我路痴一个捏	路痴一个	我们只是公司的一个部门	公司的一个部门	4
那个适合小婴儿	小婴儿	我就开了个台球厅和一个网络公司	个台球厅和一个网络公司	4
只是对方是不是看到你的名字	你的名字	你找我就问这事啊	这事	5
我查了那是个退税公司	个退税公司	那张有大师水平	大师水平	3
因为我看她没什么兴趣	什么兴趣	你可以搜索一下他的文章什么的	他的文章什么的	7
自己发自己的	自己的	我也正在物色这方面的人才	这方面的人才	6
燃料电池的项目最近没有什么进展	什么进展	恩我正在订机票酒店什么的	机票酒店什么的	5
友情是体系外额外的东西	体系外额外的东西	你租我现在这个房间	我现在这个房间	2
她也是放弃了孩子的上课	孩子的上课	我先洗把脸你忙会儿	把脸	3
路由器在我这边	我这边	我哪有什么关系	什么关系	3
女性撑起半边天	半边天	然后你把钱打到我的支付宝	我的支付宝	7
你是骨科的吗	骨科的	当权者不能保护自己的国民	自己的国民	7
怀孕不是个好活	个好活	那必竟是他爸	他爸	4
怀孕不是个好活	个好活	你那边现在几点	现在几点	3
我那时候也有	那时候	那你就宁愿不结婚也不要华师的	华师的	11
我带点小不点的小衣架	点小不点的小衣架	我就是那时候开始学习医学常识	那时候	3
我们只是公司的一个部门	公司的一个部门	我最近和公司的人有些矛盾	些矛盾	9
那你现在做哪个试验呢	哪个试验	你看我身边的老乡	我身边的老乡	2
很多厂家也会做甲方的工作	甲方的工作	你们都给我打低分	低分	6
你办个招行和广发的就行	个招行和广发的	我预约了心脏彩超	心脏彩超	4
