demon	d_label	d_deleted	d_node	d_parent	test	t_label	t_deleted	start	t_node	t_parent
The remainder of the house leans precariously against a sturdy oak tree	The remainder of leans precariously against a sturdy oak tree	the house	NP-D3-N3	PP-D2-N1	Some have raised their cash positions to record levels	Some have raised their cash positions to	record levels	7	NP-D4-N4	PP-D3-N2
Many Indians fear a repeat of that experience	Many Indians fear a repeat	of that experience	PP-D3-N1	NP-D2-N3	The embryo had progressed only to a clump of eight identical cells	The embryo had progressed only to a clump	of eight identical cells	8	PP-D5-N2	NP-D4-N2
Treasury prices ended mixed in light trading	Treasury prices ended mixed	in light trading	PP-D2-N4	VP-D1-N1	The pilots were meeting outside Chicago yesterday	The pilots were meeting yesterday	outside Chicago	4	PP-D3-N1	VP-D2-N3
Illinois Company Investments had been trimming its ranks until last summer	Illinois Company Investments had been trimming its ranks until	last summer	NP-D5-N3	PP-D4-N2	The Northeast has been holding its own in the population race	The Northeast has been holding its own in	the population race	8	NP-D5-N3	PP-D4-N2
But violation could bring substantial tax penalties to both employer and employees	But violation could bring substantial tax penalties	to both employer and employees	PP-D3-N2	VP-D2-N2	The ambitious Warsaw project still awaits approval by city officials	The ambitious Warsaw project still awaits approval	by city officials	7	PP-D3-N1	VP-D1-N2
First Interstate made the move under pressure from regulators	First Interstate made under pressure from regulators	the move	NP-D2-N3	VP-D1-N1	Cray made its announcement after the stock market closed	Cray made after the stock market closed	its announcement	2	NP-D2-N2	VP-D1-N1
He is a lawyer with a string of academic degrees	He is a lawyer	with a string of academic degrees	PP-D3-N1	NP-D2-N2	This occurred partly because of more competition as the number of new businesses surged	This occurred partly because of more competition as the number surged	of new businesses	10	PP-D5-N1	NP-D4-N3
He dedicated all these new forces to the Persian Gulf	He dedicated all these new forces to	the Persian Gulf	NP-D3-N5	PP-D2-N3	The announcement fueled speculation for future advances in the shares	The announcement fueled speculation for	future advances in the shares	5	NP-D4-N2	PP-D3-N1
The relative calm in Tokyo proved little comfort to markets opening up in Europe	The relative calm in Tokyo proved little comfort to markets	opening up in Europe	VP-D5-N1	NP-D4-N4	President Bush signed a disaster declaration covering seven Northern California counties	President Bush signed a disaster declaration	covering seven Northern California counties	6	VP-D3-N1	NP-D2-N3
But there was one bright spot yesterday	But there was yesterday	one bright spot	NP-D2-N2	VP-D1-N2	The reality is that Bank finances are rock solid	The reality is that are rock solid	Bank finances	4	NP-D4-N0	VP-D1-N1
Guarantee by Industrial Bank of Japan	Guarantee by Industrial Bank	of Japan	PP-D3-N1	NP-D2-N2	This hurts the price of corporate bonds	This hurts the price	of corporate bonds	4	PP-D3-N1	NP-D2-N2
He had been vice president in that office	He had been vice president	in that office	PP-D4-N2	NP-D3-N1	The above represents a triumph of either apathy or civility	The above represents a triumph	of either apathy or civility	5	PP-D3-N1	NP-D2-N3
Other network applications have very different goals	Other network applications have goals	very different	ADJP-D3-N0	NP-D2-N4	Kitchen full of broken crystal	Kitchen	full of broken crystal	1	ADJP-D1-N1	NP-D0-N0
Major European auction houses are turning increasingly to specialized sales	Major European auction houses are turning increasingly to	specialized sales	NP-D4-N2	PP-D3-N2	Total return is price changes plus interest income	Total return is price changes plus	interest income	6	NP-D4-N3	PP-D3-N1
Prices of Treasury bonds tumbled in moderate to active trading	Prices of Treasury bonds tumbled in trading	moderate to active	ADJP-D4-N2	NP-D3-N4	The result is a new and huge appetite for programming	The result is a appetite for programming	new and huge	4	ADJP-D4-N1	NP-D3-N0
Other magazine publishing companies have been moving in the same direction	Other magazine publishing companies have been moving in	the same direction	NP-D5-N1	PP-D4-N1	The team then proposed modifications in their work process to management	The team then proposed modifications in to management	their work process	6	NP-D4-N2	PP-D3-N1
The small changes in averages reflect generally unchanged yields at many major banks	The small changes reflect generally unchanged yields at many major banks	in averages	PP-D2-N1	NP-D1-N0	None of the officials was available for comment	None was available for comment	of the officials	1	PP-D2-N1	NP-D1-N0
The key here is the ambition of state Attorney General John Van de Kamp	The key here is the ambition	of state Attorney General John Van de Kamp	PP-D3-N1	NP-D2-N4	But developers of four planned office towers cautioned that obstacles still remain	But developers cautioned that obstacles still remain	of four planned office towers	2	PP-D2-N1	NP-D1-N1
Motorola is in good company	Motorola is	in good company	PP-D2-N2	VP-D1-N1	He is a lawyer with a string of academic degrees	He is a lawyer	with a string of academic degrees	4	PP-D3-N1	VP-D1-N1
The reporters were victims and some of the victims turned into unofficial reporters	The reporters were victims and some of the victims turned into	unofficial reporters	NP-D4-N5	PP-D3-N7	Los Angeles will be the site of a new entertainment division for the ad agency	Los Angeles will be the site of	a new entertainment division for the ad agency	7	NP-D5-N3	PP-D4-N1
And traders say that futures have become an accepted part of the financial landscape	And traders say that futures have become an accepted part of	the financial landscape	NP-D8-N4	PP-D7-N1	Most analysts had expected a sharper decline after the steep rise in August	Most analysts had expected a sharper decline after	the steep rise in August	8	NP-D4-N4	PP-D3-N2
That cost rises in times of high market volatility	That cost rises in times	of high market volatility	PP-D4-N1	NP-D3-N1	Everyone around me lives well	Everyone lives well	around me	1	PP-D2-N1	NP-D1-N0
Some equipment going to work is almost new	Some equipment going is almost new	to work	PP-D3-N3	VP-D2-N1	But some saw it as a classic negotiating tactic	But some saw it	as a classic negotiating tactic	4	PP-D2-N3	VP-D1-N2
They have about seven candidates	They have	about seven candidates	NP-D2-N2	VP-D1-N1	Japan is a major target for the Soviets	Japan is	a major target for the Soviets	2	NP-D2-N2	VP-D1-N1
Then he would move his movement to Europe	Then he would move to Europe	his movement	NP-D3-N1	VP-D2-N3	Some found it on the screen of a personal computer	Some found it on	the screen of a personal computer	4	NP-D3-N2	VP-D1-N1
The Orange Workers are just putting this preaching into practice	The Orange Workers are just putting into practice	this preaching	NP-D3-N2	VP-D2-N5	And the successful son wishes his embarrassing siblings dead	And the successful son wishes dead	his embarrassing siblings	5	NP-D3-N0	VP-D1-N2
Dow Jones is the publisher of The Wall Street Journal	Dow Jones is the publisher	of The Wall Street Journal	PP-D3-N1	NP-D2-N3	None of these chief executives were available for comment	None were available for comment	of these chief executives	1	PP-D2-N1	NP-D1-N0
The House version would raise slightly more	The House version would raise	slightly more	NP-D3-N1	VP-D2-N4	Whittle has met some resistance	Whittle has met	some resistance	3	NP-D3-N1	VP-D2-N2
The film makers have couched this offensive idea in pretty packaging	The film makers have couched this offensive idea	in pretty packaging	PP-D3-N2	VP-D2-N4	The East German economy is strong compared with other East bloc nations	The East German economy is strong	compared with other East bloc nations	6	PP-D2-N6	VP-D1-N1
Not to mention the incursion of imports	Not to mention	the incursion of imports	NP-D1-N1	FRAG-D0-N0	So two cheers for the new rules	So	two cheers for the new rules	1	NP-D1-N1	FRAG-D0-N0
Estimated volume was a heavy seven million ounces	Estimated volume was a heavy ounces	seven million	QP-D3-N2	NP-D2-N3	At the time merchants were asking for premiums of about five cents a pound	At the time merchants were asking for premiums of cents a pound	about five	9	QP-D8-N0	NP-D7-N0
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Its previous proposal had conditioned rate limits	on Seabrook operations and other contingencies	PP-D4-N1	NP-D3-N1	Waxman sells a variety of hardware products for the home repair market	Waxman sells a variety	of hardware products for the home repair market	4	PP-D3-N1	NP-D2-N2
The lack of any new cash probably would still leave the banks dissatisfied	The lack of probably would still leave the banks dissatisfied	any new cash	NP-D3-N3	PP-D2-N1	The most popular such shows focus on narrow national concerns	The most popular such shows focus on	narrow national concerns	7	NP-D3-N3	PP-D2-N5
The British conglomerate cited the recent turmoil in financial markets	The British conglomerate cited	the recent turmoil in financial markets	NP-D2-N4	VP-D1-N1	The company develops and markets products for the food service industry	The company develops and markets products for	the food service industry	7	NP-D3-N2	VP-D1-N1
The case went on appeal to the Second Circuit	The case went to the Second Circuit	on appeal	PP-D2-N3	VP-D1-N1	Americans place native or native speakers in charge of subsidiaries overseas	Americans place native or native speakers	in charge of subsidiaries overseas	6	PP-D2-N3	VP-D1-N1
This untried concept would expose these firms to potentially astronomical punitive damages	This untried concept would expose these firms	to potentially astronomical punitive damages	PP-D3-N2	VP-D2-N4	He is a lawyer with a string of academic degrees	He is a lawyer	with a string of academic degrees	4	PP-D3-N1	VP-D1-N1
Two workers died and six remain in the hospital	Two workers died and six remain in	the hospital	NP-D4-N1	PP-D3-N5	And they are a very odd team in any case	And they are a very odd team in	any case	8	NP-D3-N4	PP-D2-N3
She held her fire with her first production at the Trinity earlier this season	She held her fire with her first production at earlier this season	the Trinity	NP-D5-N4	PP-D4-N1	The quake postponed the third and fourth games of the World Series	The quake postponed the third and fourth games of	the World Series	9	NP-D4-N4	PP-D3-N1
But the two countries remain separated by a cultural barrier wider than the ocean	But the two countries remain separated by a cultural barrier wider	than the ocean	PP-D6-N4	ADJP-D5-N1	Florida National said yesterday that it remains committed to the merger	Florida National said yesterday that it remains committed	to the merger	8	PP-D6-N1	ADJP-D5-N2
She held her fire with her first production at the Trinity earlier this season	She held her fire with	her first production at the Trinity earlier this season	NP-D3-N3	PP-D2-N3	Commodity futures prices generally reflected the stability of the stock market following its plunge Friday	Commodity futures prices generally reflected the stability of following its plunge Friday	the stock market	8	NP-D4-N3	PP-D3-N1
